Mineral Name,Mineral Name (plain),RRUFF Chemistry (concise),Chemistry Elements,RRUFF IDs,Structural Groupname,Crystal Systems,Space Groups,Oldest Known Age (Ma),Paragenetic Modes,Hey Classification ID,Hey Classification Name
Shijiangshanite,Shijiangshanite,Pb^2+^_3_CaAl(Si_5_O_14_)(OH)_3_·3H_2_O,Pb Ca Al Si O H,,Wickenburgite,hexagonal,R3c,,,17,Silicates Containing other Anions
Shilovite,Shilovite,Cu^2+^(N^3-^H_3_)_4_(N^5+^O_3_)_2_,Cu N H O,R060941, ,orthorhombic,Pnn2|Pnnm,0.0,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM52 - Guano- and urine-derived minerals",0,Unclassified
Shimazakiite,Shimazakiite,Ca_2_B_2_O_5_,Ca B O,,Not in a structural group,orthorhombic|monoclinic,P2_1/c|P2_12_12_1,252.0,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration",7,Oxides and Hydroxides
Shimenite,Shimenite,Tl^1+^_5_Sb^3+^_21-y_As^3+^_y_S^2-^_34_ (9 ≤ y ≤ 10),Tl Sb As S,,Chabournéite,triclinic,P-1,,"Abiotic, Primary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases",5,Sulphosalts - Sulpharsenites and Sulphobismuthites
Shinarumpite,Shinarumpite,[Co^2+^(H_2_O)_6_][(U^6+^O_2_)(S^6+^O_4_)_2_(H_2_O)]·4H_2_O,Co H O U S,,Leydetite,monoclinic,P2_1/c,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",25,Sulphates
Shinichengite,Shinichengite,Ca_5_[BSi_2_O_7_(OH)_2_]_2_·6H_2_O,Ca B Si O H,, ,triclinic,P1,,,17,Silicates Containing other Anions
Shinkolobweite,Shinkolobweite,Pb^2+^_1.33_[U^5+^O(OH)(U^6+^O_2_)_5_O_4.67_(OH)_5.33_](H_2_O)_5_,Pb U O H,,Not in a structural group,orthorhombic,Imm2,1800.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",7,Oxides and Hydroxides
Shirokshinite,Shirokshinite,K(Mg_2_Na)Si_4_O_10_F_2_,K Mg Na Si O F,, ,monoclinic,C2/m,413.6,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",17,Silicates Containing other Anions
Shirozulite,Shirozulite,KMn^2+^_3_(Si_3_Al)O_10_(OH)_2_,K Mn Si Al O H,R070135, ,monoclinic,C2/m,,"Abiotic; Stage 4a: Earth's earliest continental crust, PM32 - Ba-Mn-Pb-Zn metamorphics",17,Silicates Containing other Anions
Shkatulkalite,Shkatulkalite,Na_2_Nb^5+^_2_Na_3_Ti^4+^(Si_2_O_7_)_2_O_2_(FO)(H_2_O)_4_(H_2_O)_3_,Na Nb Ti Si O F H,R110193,Seidozerite-Lamprophyllite,monoclinic,,370.0,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",17,Silicates Containing other Anions
Shlykovite,Shlykovite,KCa[Si_4_O_9_(OH)]·3H_2_O,K Ca Si O H,, ,monoclinic,P2_1/c,413.6,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",17,Silicates Containing other Anions
Shomiokite-(Y),Shomiokite-(Y),Na_3_Y(CO_3_)_3_·3H_2_O,Na Y C O H,R060670, ,orthorhombic,Pbn2_1|Pna2_1,370.0,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",11,Carbonates
Shortite,Shortite,Na_2_Ca_2_(CO_3_)_3_,Na Ca C O,R040184 R050248, ,orthorhombic,Amm2,1141.0,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM24 - Authigenic minerals in terrestrial sediments, Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites",11,Carbonates
Shosanbetsuite,Shosanbetsuite,Ag_3_Sn,Ag Sn,, ,orthorhombic,Pmmn,,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",0,Unclassified
Shuangfengite,Shuangfengite,Ir^4+^Te^2-^_2_,Ir Te,,Melonite,hexagonal,P-3m1,528.0,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",0,Unclassified
Shubnikovite,Shubnikovite,Ca_2_Cu^2+^_8_(As^5+^O_4_)_6_Cl(OH)·7H_2_O,Ca Cu As O Cl H,, ,,,412.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",1,"Elements and Alloys (including the arsenides, antimonides and bismuthides of Cu, Ag and Au)"
Shuiskite-(Cr),Shuiskite-(Cr),Ca_2_Cr^3+^Cr^3+^_2_[SiO_4_][Si_2_O_6_(OH)](OH)_2_O,Ca Cr Si O H,,Pumpellyite,monoclinic,C2/m,,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",17,Silicates Containing other Anions
Shuiskite-(Mg),Shuiskite-(Mg),Ca_2_MgCr^3+^_2_(SiO_4_)(Si_2_O_7_)(OH)_2_·H_2_O,Ca Mg Cr Si O H,R070109,Pumpellyite,monoclinic,,,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration",17,Silicates Containing other Anions
Shulamitite,Shulamitite,Ca_3_Ti^4+^Fe^3+^AlO_8_,Ca Ti Fe Al O,,"Perovskite, Brownmillerite",orthorhombic,Pmma,354.0,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals",0,Unclassified
Shumwayite,Shumwayite,(U^6+^O_2_)_2_(S^6+^O_4_)_2_·5H_2_O,U O S H,,Not in a structural group,monoclinic,P2_1/c,0.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",25,Sulphates
Shuvalovite,Shuvalovite,K_2_(Ca_2_Na)(S^6+^O_4_)_3_F,K Ca Na S O F,,Not in a structural group,orthorhombic,Pnma,3.6e-05,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",26,Sulphates with Halide
Sibirskite,Sibirskite,CaHBO_3_,Ca H B O,, ,monoclinic,P2_1/a|P2_1/c,252.0,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration",9,Borates
Sicherite,Sicherite,Tl^1+^Ag^1+^_2_As^3+^_3_S^2-^_6_,Tl Ag As Sb S,, ,orthorhombic,Pmnb,245.0,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM33 - Hydrothermal metal deposits",5,Sulphosalts - Sulpharsenites and Sulphobismuthites
Siderazot,Siderazot,Fe_3_N_1.33_,Fe N,R060343, ,hexagonal|unknown,P312|P6_322,,"Biotic; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals",2,"Carbides, Nitrides, Silicides and Phosphides"
Siderite,Siderite,Fe^2+^CO_3_,Fe C O,R040034 R050262 R050349,Calcite,hexagonal,R-3c,4000.0,"Abiotic, Biotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM17 - Marine authigenic Hadean minerals, Stage 4a: Earth's earliest continental crust, PM21 - Chemical precipitation, PM22 - Near-surface hydration, PM23 - Subaerial alteration, PM24 - Authigenic minerals in terrestrial sediments, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 6: Anoxic biosphere, PM44 - Anoxic microbially-mediated minerals, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, PM53 - Other minerals with taphonomic origins, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",7,Oxides and Hydroxides
Sideronatrite,Sideronatrite,Na_2_Fe^3+^(S^6+^O_4_)_2_(OH)·3H_2_O,Na Fe S O H,, ,orthorhombic,Pbnm|P2_12_12_1,630.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",25,Sulphates
Siderophyllite,Siderophyllite,KFe^2+^_2_Al(Si_2_Al_2_)O_10_(OH)_2_,K Fe Al Si O H,,Mica,monoclinic|hexagonal,"C2|C2/m, P3_112",2906.0,"Abiotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM8 - Mafic igneous rocks, PM9 - Lava/xenolith minerals, Stage 4a: Earth's earliest continental crust, PM19 - Granitic intrusive rocks, PM20 - Acidic volcanic rocks, PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, PM35 - Ultra-alkali and agpaitic igneous rocks, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism",17,Silicates Containing other Anions
Siderotil,Siderotil,Fe^2+^S^6+^O_4_·5H_2_O,Fe S O H,,Chalcanthite,triclinic,P-1,4000.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM45 - Oxidized fumarolic minerals, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals, PM55 - Anthropogenic mine minerals",4,Oxysulphides
Sidorenkite,Sidorenkite,Na_3_Mn^2+^(PO_4_)(CO_3_),Na Mn P O C,,Bradleyite,monoclinic,P2_1/m,413.6,"Abiotic, Biotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks, PM36 - Carbonatites & kimberlites, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals",11,Carbonates
Sidorovite,Sidorovite,PtFe_3_,Pt Fe,,"Perovskite, Auricupride",cubic,Pm-3m,,,1,"Elements and Alloys (including the arsenides, antimonides and bismuthides of Cu, Ag and Au)"
Sidpietersite,Sidpietersite,Pb^2+^_4_(S^6+^O_3_S^2-^)O_2_(OH)_2_,Pb S O H,, ,triclinic,P-1,541.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals",25,Sulphates
Sidwillite,Sidwillite,Mo^6+^O_3_·2H_2_O,Mo O H,R080047 R210025, ,monoclinic,P2_1/n,30.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",7,Oxides and Hydroxides
Siegenite,Siegenite,Co^2+^Ni^3+^_2_S^2-^_4_,Co Ni S,R050092 R060502 R070252,Spinel,cubic,Fd3m,2739.0,"Abiotic, Primary; Stage 3b: Earth's earliest hydrosphere, PM12 - Hadean hydrothermal subsurface sulfide deposits",3,"Sulphides, Selenides, Tellurides, Arsenides and Bismuthides"
Sieleckiite,Sieleckiite,Cu^2+^_3_Al_4_(PO_4_)_2_(OH)_12_·2H_2_O,Cu Al P O H,R080035, ,triclinic,,510.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",0,Unclassified
Sigismundite,Sigismundite,BaFe^2+^(CaNa_2_)Fe^2+^_13_Al(PO_4_)_11_(PO_3_OH)(OH)_2_,Ba Fe Ca Na Al P O H,,Arrojadite,monoclinic,C2/c,2000.0,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",0,Unclassified
Sigloite,Sigloite,Fe^3+^Al_2_(PO_4_)_2_(OH)_3_·7H_2_O,Fe Al P O H,R050576,Laueite,triclinic,P-1,1846.0,"Abiotic, Biotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",0,Unclassified
Siidraite,Siidraite,Pb^2+^_2_Cu^1+^(OH)_2_I^1-^_3_,Pb Cu O H I,,Not in a structural group,orthorhombic,Fddd,1861.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",7,Oxides and Hydroxides
Silesiaite,Silesiaite,Ca_4_Fe^3+^_2_Sn^4+^_2_(Si_2_O_7_)_2_(Si_2_O_6_OH)_2_,Ca Fe Sn Si O H,,Kristiansenite,triclinic,C1,,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",17,Silicates Containing other Anions
Silhydrite,Silhydrite,Si_3_O_6_·H_2_O,Si O H,, ,orthorhombic,,,"Biotic, Secondary; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM48 - Soil leaching zone minerals",17,Silicates Containing other Anions
Silicocarnotite,Silicocarnotite,Ca_5_(PO_4_)_2_(SiO_4_),Ca P O Si,, ,orthorhombic,Pnma,16.0,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM51 - Pyrometamorphic minerals",17,Silicates Containing other Anions
Silicon,Silicon,Si,Si,R050145,Diamond,cubic|orthorhombic,"Fd3m|Imma, Ia3",2260.0,"Abiotic, Biotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, PM29 - Lightning-generated minerals, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals",1,"Elements and Alloys (including the arsenides, antimonides and bismuthides of Cu, Ag and Au)"
Silinaite,Silinaite,NaLiSi_2_O_5_·2H_2_O,Na Li Si O H,, ,monoclinic,A2/n,124.0,"Abiotic, Primary; Stage 3a: Earth's earliest Hadean crust, PM9 - Lava/xenolith minerals",14,Silicates not Containing Aluminum
Sillénite,Sillenite,Bi^3+^_12_SiO_20_,Bi Si O,, ,cubic,I23,1682.0,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",14,Silicates not Containing Aluminum
Sillimanite,Sillimanite,Al_2_OSiO_4_,Al Si O,R050601 R060080 R060787 R100126 R100127,Not in a structural group,orthorhombic,Pbnm,3640.0,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM26 - Hadean detrital minerals, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, PM40 - Regional metamorphism",15,Silicates of Aluminum
Silver,Silver,Ag,Ag,R070416 R070463 R070754,Copper,cubic|hexagonal,Fm3m|P6_3/mmc,4000.0,"Abiotic, Biotic, Primary, Secondary; Stage 3a: Earth's earliest Hadean crust, PM7 - Ultramafic igneous rocks, Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites, Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",1,"Elements and Alloys (including the arsenides, antimonides and bismuthides of Cu, Ag and Au)"
Silvialite,Silvialite,Ca_4_Al_6_Si_6_O_24_(S^6+^O_4_),Ca Al Si O S,,Scapolite,tetragonal,I4/m,,"Abiotic, Primary, Secondary; Stage 3b: Earth's earliest hydrosphere, PM16 - Low-T aqueous alteration, Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration, PM25 - Evaporites (prebiotic), PM31 - Contact metamorphism, Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites, Stage 5: Initiation of plate tectonics, PM40 - Regional metamorphism",25,Sulphates
Simferite,Simferite,LiMg(PO_4_),Li Mg P O,,Olivine-Sarcopside,orthorhombic,Pbnm,2240.0,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",0,Unclassified
Simmonsite,Simmonsite,Na_2_LiAlF_6_,Na Li Al F,R080069,Perovskite,monoclinic,P2_1/n,2055.0,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration",8,Halides
Simonellite,Simonellite,C_19_H_24_,C H,R130116, ,orthorhombic,Pnaa,5.3,"Biotic; Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals",32,"Hydrocarbons, Resins and other Organic Compounds"
Simonite,Simonite,Tl^1+^Hg^2+^As^3+^_3_S^2-^_6_,Tl Hg As S,, ,monoclinic,P2_1/n,26.9,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",5,Sulphosalts - Sulpharsenites and Sulphobismuthites
Simonkolleite,Simonkolleite,Zn^2+^_5_(OH)_8_Cl_2_·H_2_O,Zn O H Cl,R130117 R130616, ,hexagonal,R-3m,0.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM56 - Slag and smelter minerals",7,Oxides and Hydroxides
Simplotite,Simplotite,CaV^4+^_4_O_9_·5H_2_O,Ca V O H,R060712, ,monoclinic,C2/m,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM53 - Other minerals with taphonomic origins",0,Unclassified
Simpsonite,Simpsonite,Al_4_Ta^5+^_3_O_13_(OH),Al Ta O H,R050629 R061059, ,hexagonal,P3,3033.0,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM34 - Complex granite pegmatites",7,Oxides and Hydroxides
Sincosite,Sincosite,Ca(V^4+^O)_2_(PO_4_)_2_·4H_2_O,Ca V O P H,R060523 R141154 R141155,Sincosite,triclinic,P1,115.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals",0,Unclassified
Sinhalite,Sinhalite,MgAlBO_4_,Mg Al B O,R070621 R100132 R100163,Olivine,orthorhombic,Pnma|Pbnm,110.0,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM23 - Subaerial alteration",9,Borates
Sinjarite,Sinjarite,CaCl_2_·2H_2_O,Ca Cl H O,, ,orthorhombic,Pbcn,411.0,"Abiotic, Biotic, Primary; Stage 4a: Earth's earliest continental crust, PM25 - Evaporites (prebiotic), Stage 10a: Neoproterozoic oxygenation/terrestrial biosphere, PM50 - Coal and/or oil shale minerals, Stage 10b: Anthropogenic minerals, PM54 - Coal and other mine fire minerals",0,Unclassified
Sinkankasite,Sinkankasite,Mn^2+^Al(PO_3_OH)_2_(OH)·6H_2_O,Mn Al P O H,R050466, ,triclinic,P-1,1700.0,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration",0,Unclassified
Sinnerite,Sinnerite,Cu^1+^_6_As^3+^_4_S^2-^_9_,Cu As S,, ,triclinic,P1,1022.0,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",5,Sulphosalts - Sulpharsenites and Sulphobismuthites
Sinoite,Sinoite,Si_2_N^3-^_2_O,Si N O,R130011, ,orthorhombic,Cmc2_1,2742.0,"Abiotic, Primary; Stage 1: Primary nebular phases, PM4 - Primary chondrule phases, Stage 2: Planetesimal differentiation & alteration, PM5 - Primary asteroid phases",14,Silicates not Containing Aluminum
Sitinakite,Sitinakite,KNa_2_Ti^4+^_4_Si_2_O_13_(OH)·4H_2_O,K Na Ti Si O H,, ,tetragonal,P4_2/mcm,413.6,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM22 - Near-surface hydration",17,Silicates Containing other Anions
Siudaite,Siudaite,Na_8_(Mn^2+^_2_Na)Ca_6_Fe^3+^_3_Zr^4+^_3_Nb^5+^Si_25_O_74_(OH)_2_Cl·5H_2_O,Na Mn Ca Fe Zr Nb Si O H Cl,,Eudialyte,hexagonal,R3m,363.0,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",17,Silicates Containing other Anions
Siwaqaite,Siwaqaite,Ca_6_Al_2_(Cr^6+^O_4_)_3_(OH)_12_·26H_2_O,Ca Al Cr O H,,Ettringite,hexagonal,P31c,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",7,Oxides and Hydroxides
Škáchaite,Skachaite,CaCo^2+^(CO_3_)_2_,Ca Co C O,,Calcite-Dolomite,hexagonal,R-3,,,11,Carbonates
Skaergaardite,Skaergaardite,PdCu,Pd Cu,,Iron,cubic,Pm3m,1109.0,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM37 - Layered igneous formations",1,"Elements and Alloys (including the arsenides, antimonides and bismuthides of Cu, Ag and Au)"
Skinnerite,Skinnerite,Cu^1+^_3_Sb^3+^S^2-^_3_,Cu Sb S,, ,monoclinic,P2_1/c,1800.0,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",5,Sulphosalts - Sulpharsenites and Sulphobismuthites
Skippenite,Skippenite,Bi^3+^_2_Se^2-^_2_Te^2-^,Bi Se Te,,Tetradymite,hexagonal,R-3m,306.0,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",0,Unclassified
Sklodowskite,Sklodowskite,Mg(U^6+^O_2_)_2_(SiO_3_OH)_2_·6H_2_O,Mg U O Si H,R050445, ,monoclinic,C2/m|I2/m,3411.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",17,Silicates Containing other Anions
Skorpionite,Skorpionite,Ca_3_Zn^2+^_2_(PO_4_)_2_CO_3_(OH)_2_·H_2_O,Ca Zn P O C H,R060938, ,monoclinic,C2/c,757.4,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",0,Unclassified
Skutterudite,Skutterudite,Co^3+^As_3_,Co As,R050593 R070528 R100195,"Perovskite, Skutterudite",cubic,Im3,4000.0,"Abiotic, Primary, Secondary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits, Stage 4b: Highly evolved igneous rocks, PM36 - Carbonatites & kimberlites, Stage 5: Initiation of plate tectonics, PM38 - Ophiolites",0,Unclassified
Slavíkite,Slavikite,(H_3_O)^1+^_3_Mg_6_Fe^3+^_15_(S^6+^O_4_)_21_(OH)_18_·98H_2_O,H O Mg Fe S,R080048,Not in a structural group,hexagonal|unknown,R-3,1000.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",25,Sulphates
Slavkovite,Slavkovite,Cu^2+^_13_(As^5+^O_4_)_6_(As^5+^O_3_OH)_4_·23H_2_O,Cu As O H,, ,triclinic,P-1,0.0,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering, Stage 10b: Anthropogenic minerals, PM55 - Anthropogenic mine minerals",1,"Elements and Alloys (including the arsenides, antimonides and bismuthides of Cu, Ag and Au)"
Slawsonite,Slawsonite,SrAl_2_Si_2_O_8_,Sr Al Si O,, ,monoclinic|triclinic,"I2/c|I-1, P2_1/a",1167.0,"Abiotic, Secondary; Stage 4a: Earth's earliest continental crust, PM31 - Contact metamorphism, PM32 - Ba-Mn-Pb-Zn metamorphics",15,Silicates of Aluminum
Šlikite,Slikite,Zn^2+^_2_Mg(CO_3_)_2_(OH)_2_·4H_2_O,Zn Mg C O H,,Not in a structural group,triclinic,P-1,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",12,Carbonates with other anions
Sluzhenikinite,Sluzhenikinite,Pd_15_(Sb_7-x_Sn_x_); 3 ≤ x ≤ 4,Pd Sb Sn,,Not in a structural group,monoclinic,P2_1/m,,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",0,Unclassified
Slyudyankaite,Slyudyankaite,Na_28_Ca_4_(Si_24_Al_24_O_96_)(S^6+^O_4_)_6_(S_6_)_1/3_(CO_2_)·2H_2_O,Na Ca Si Al O S C H,,Sodalite,triclinic,P1,,"Abiotic, Primary; Stage 4b: Highly evolved igneous rocks, PM35 - Ultra-alkali and agpaitic igneous rocks",25,Sulphates
Smamite,Smamite,Ca_2_Sb^5+^(OH)_4_[H(As^5+^O_4_)_2_]·6H_2_O,Ca Sb O H As,,Not in a structural group,triclinic,P-1,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",24,Antimonates and Antimonites
Smirnite,Smirnite,Bi^3+^_2_Te^4+^O_5_,Bi Te O,, ,orthorhombic,Abm2,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",7,Oxides and Hydroxides
Smirnovskite,Smirnovskite,"(Th^4+^,Ca)PO_4_·nH_2_O",Th Ca P O H,, ,,,,"Biotic, Secondary; Stage 7: Great Oxidation Event, PM47 - Low-T subaerial oxidative hydration/weathering",0,Unclassified
Smithite,Smithite,Ag^1+^As^3+^S^2-^_2_,Ag As S,R070642, ,monoclinic,A2/a,365.0,"Abiotic, Primary; Stage 4a: Earth's earliest continental crust, PM33 - Hydrothermal metal deposits",5,Sulphosalts - Sulpharsenites and Sulphobismuthites
